form	POS	lemma	POSUD	ud-feats
demandé	VERppe	demander	VERB	VerbForm=Part|Tense=Past
quant	CONsub	cant1	SCONJ	_
aparchut	VERcjg	apercevoir	VERB	VerbForm=Fin
la	DETdef	le	DET	PronType=Art|Definite=Def
bouche	NOMcom	boche	NOUN	_
sor	PRE	soz	ADP	_
le	DETdef	le	DET	PronType=Art|Definite=Def
nés	NOMcom	nase	NOUN	_
dont	PROrel	dont	PRON	PronType=Rel
li	PROper	il	PRON	PronType=Prs
membra	VERcjg	membrer2	VERB	VerbForm=Fin
del	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
marcis	NOMcom	marchis	NOUN	_
honoré	VERppe	onorer	VERB	VerbForm=Part|Tense=Past
et	CONcoo	et	CCONJ	_
de	PRE	de	ADP	_
son	DETpos	son4	DET	Poss=Yes
pere	NOMcom	pere	NOUN	_
Aimeri	NOMpro	Aymeri	PROPN	_
le	DETdef	le	DET	PronType=Art|Definite=Def
barbé	ADJqua	barbé	ADJ	_
et	CONcoo	et	CCONJ	_
del	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
lignage	NOMcom	lignage	NOUN	_
que	PROrel	que2	PRON	PronType=Rel
tant	ADVgen	tant	ADV	_
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
grevé	VERppe	grever	VERB	VerbForm=Part|Tense=Past
;	PONfbl	;	PUNCT	_
quant	CONsub	cant1	SCONJ	_
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
souvint	VERcjg	sovenir	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
à	PRE	a3	ADP	_
poi	ADVgen	poi	ADV	_
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
n	ADVneg	ne1	ADV	PronType=Neg
‘	PONfbl	’	PUNCT	_
est	VERcjg	estre1	VERB	VerbForm=Fin
dervé	VERppe	desver	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
trestoz	DETind	trestot	DET	PronType=Ind
li	DETdef	le	DET	PronType=Art|Definite=Def
sans	NOMcom	sanc	NOUN	_
li	PROper	il	PRON	PronType=Prs
est	VERcjg	estre1	VERB	VerbForm=Fin
el	PRE.DETdef	en1+le	ADP.DET	_.PronType=Art|Definite=Yes
cors	NOMcom	cors1	NOUN	_
mué	VERppe	müer	VERB	VerbForm=Part|Tense=Past
par	PRE	par	ADP	_
Guillaume	NOMpro	Guillaume	PROPN	_
à	PRE	a3	ADP	_
qui	PROrel	qui	PRON	PronType=Rel
me	PROper	je	PRON	PronType=Prs
sui	VERcjg	estre1	VERB	VerbForm=Fin
donés	VERppe	doner	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
jou	PROper	je	PRON	PronType=Prs
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
prendoie	VERcjg	prendre	VERB	VerbForm=Fin
doignon	NOMcom	donjon	NOUN	_
ne	CONcoo	ne2	CCONJ	_
fermeté	NOMcom	fermeté	NOUN	_
;	PONfbl	;	PUNCT	_
ou	PRE	o4	ADP	_
somiers	NOMcom	somier2	NOUN	_
yy	ADJcar	Numéral	ADJ	NumType=Card
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
or	NOMcom	or1	NOUN	_
et	CONcoo	et	CCONJ	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
argent	NOMcom	argent	NOUN	_
trousé	VERppe	torser2	VERB	VerbForm=Part|Tense=Past
;	PONfbl	;	PUNCT	_
que	CONsub	que4	SCONJ	_
il	PROper	il	PRON	PronType=Prs
ne	ADVneg	ne1	ADV	PronType=Neg
fust	VERcjg	estre1	VERB	VerbForm=Fin
as	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
cevals	NOMcom	cheval	NOUN	_
trainés	VERppe	träiner	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
pendus	VERppe	pendre	VERB	VerbForm=Part|Tense=Past
as	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
forques	NOMcom	forche	NOUN	_
et	CONcoo	et	CCONJ	_
au	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
vent	NOMcom	vent	NOUN	_
encroés	VERppe	encröer	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
ou	CONcoo	o3	CCONJ	_
ars	VERppe	ardre	VERB	VerbForm=Part|Tense=Past
en	PRE	en1	ADP	_
feu	NOMcom	feu	NOUN	_
et	CONcoo	et	CCONJ	_
la	DETdef	le	DET	PronType=Art|Definite=Def
poudre	NOMcom	poudre	NOUN	_
venté	VERppe	venter	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
»	PONfbl	»	PUNCT	_
Guillaume	NOMpro	Guillaume	PROPN	_
l	PROper	il	PRON	PronType=Prs
‘	PONfbl	’	PUNCT	_
ot	VERcjg	öir	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
s	ADVgen	si	ADV	_
’	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
a	VERcjg	avoir	VERB	VerbForm=Fin
un	DETndf	un	DET	PronType=Art|Definite=Ind
ris	NOMcom	ris1	NOUN	_
jeté	VERppe	jeter	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
«	PONfbl	«	PUNCT	_
Sire	NOMcom	seignor	NOUN	_
,	PONfbl	,	PUNCT	_
»	PONfbl	»	PUNCT	_
dist	VERcjg	dire	VERB	VerbForm=Fin
il	PROper	il	PRON	PronType=Prs
,	PONfbl	,	PUNCT	_
«	PONfbl	«	PUNCT	_
A	PRE	a3	ADP	_
moi	PROper	je	PRON	PronType=Prs
en	PROadv	en2	ADV	_
entendés	VERcjg	entendre	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
De	PRE	de	ADP	_
ceste	DETdem	cest	DET	PronType=Dem
cose	NOMcom	chose	NOUN	_
que	PROrel	que2	PRON	PronType=Rel
vos	PROper	vos	PRON	PronType=Prs
chi	ADVgen	ci	ADV	_
demandés	VERcjg	demander	VERB	VerbForm=Fin
dirai	VERcjg	dire	VERB	VerbForm=Fin
le	PROper	il	PRON	PronType=Prs
vos	PROper	vos	PRON	PronType=Prs
volentiers	ADVgen	volentiers	ADV	_
et	CONcoo	et	CCONJ	_
de	PRE	de	ADP	_
grés	NOMcom	gré2	NOUN	_
.	PONfrt	.	PUNCT	_
Quant	CONsub	cant1	SCONJ	_
Je	PROper	je	PRON	PronType=Prs
fui	VERcjg	estre1	VERB	VerbForm=Fin
jouenes	ADJqua	juene	ADJ	_
et	CONcoo	et	CCONJ	_
de	PRE	de	ADP	_
petit	ADJqua	petit	ADJ	_
aé	NOMcom	aé	NOUN	_
,	PONfbl	,	PUNCT	_
j	PROper	je	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
estoie	VERcjg	estre1	VERB	VerbForm=Fin
leres	NOMcom	larron	NOUN	_
,	PONfbl	,	PUNCT	_
ja	ADVgen	ja	ADV	_
ne	ADVneg	ne1	ADV	PronType=Neg
vos	PROper	vos	PRON	PronType=Prs
ert	VERcjg	estre1	VERB	VerbForm=Fin
celé	VERppe	celer1	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
copoie	VERcjg	coper	VERB	VerbForm=Fin
borses	NOMcom	borse	NOUN	_
et	CONcoo	et	CCONJ	_
grans	ADJqua	grant	ADJ	_
gorles	NOMcom	gorle	NOUN	_
fermés	VERppe	fermer	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
tant	ADVgen	tant	ADV	_
que	CONsub	que4	SCONJ	_
fui	VERcjg	estre1	VERB	VerbForm=Fin
pris	VERppe	prendre	VERB	VerbForm=Part|Tense=Past
de	PRE	de	ADP	_
marcheans	NOMcom	marchëant	NOUN	_
senés	ADJqua	sené2	ADJ	_
,	PONfbl	,	PUNCT	_
à	PRE	a3	ADP	_
leur	DETpos	lor2	DET	Poss=Yes
coutiaus	NOMcom	coutel	NOUN	_
me	PROper	je	PRON	PronType=Prs
colperent	VERcjg	coper	VERB	VerbForm=Fin
le	DETdef	le	DET	PronType=Art|Definite=Def
nés	NOMcom	nase	NOUN	_
.	PONfrt	.	PUNCT	_
Ne	ADVneg	ne1	ADV	PronType=Neg
put	VERcjg	pöoir	VERB	VerbForm=Fin
nul	PROind	nul	PRON	PronType=Ind
à	PRE	a3	ADP	_
haut	ADJqua	haut	ADJ	_
pris	NOMcom	pris1	NOUN	_
munter	VERinf	monter	VERB	VerbForm=Inf
,	PONfbl	,	PUNCT	_
si	CONsub	se	SCONJ	_
en	PRE	en1	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
pruesce	NOMcom	pröece	NOUN	_
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
ad	VERcjg	avoir	VERB	VerbForm=Fin
deus	DETcar	deus	DET	NumType=Card
eles	NOMcom	ele1	NOUN	_
.	PONfrt	.	PUNCT	_
Si	ADVgen	si	ADV	_
vus	PROper	vos	PRON	PronType=Prs
dirai	VERcjg	dire	VERB	VerbForm=Fin
de	PRE	de	ADP	_
que	PROrel	que2	PRON	PronType=Rel
e	CONcoo	et	CCONJ	_
queles	ADJint	quel1	ADJint	
les	DETdef	le	DET	PronType=Art|Definite=Def
deus	ADJcar	deus	ADJ	NumType=Card
eles	NOMcom	ele1	NOUN	_
covent	VERcjg	covenir	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
estre	VERinf	estre1	VERB	VerbForm=Inf
.	PONfrt	.	PUNCT	_
Largesce	NOMcom	largece	NOUN	_
deit	VERcjg	devoir	VERB	VerbForm=Fin
estre	VERinf	estre1	VERB	VerbForm=Inf
la	DETdef	le	DET	PronType=Art|Definite=Def
destre	NOMcom	destre	NOUN	_
e	CONcoo	et	CCONJ	_
la	DETdef	le	DET	PronType=Art|Definite=Def
senestre	NOMcom	senestre	NOUN	_
Curteisie	NOMcom	cortoisie	NOUN	_
.	PONfrt	.	PUNCT	_
Mes	CONcoo	mais1	CCONJ	_
se	CONsub	se	SCONJ	_
chescune	PROind	chascun	PRON	PronType=Ind
est	VERcjg	estre1	VERB	VerbForm=Fin
furnie	VERppe	fornir	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
covent	VERcjg	covenir	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
à	PRE	a3	ADP	_
dreit	ADVgen	droit	ADV	_
aviser	VERinf	aviser	VERB	VerbForm=Inf
,	PONfbl	,	PUNCT	_
ke	CONsub	que4	SCONJ	_
chascune	PROind	chascun	PRON	PronType=Ind
,	PONfbl	,	PUNCT	_
pur	PRE	por2	ADP	_
dreit	ADVgen	droit	ADV	_
voler	VERinf	voler	VERB	VerbForm=Inf
,	PONfbl	,	PUNCT	_
ait	VERcjg	avoir	VERB	VerbForm=Fin
set	DETcar	set	DET	NumType=Card
pennes	NOMcom	pene	NOUN	_
,	PONfbl	,	PUNCT	_
-	PONfbl	-	PUNCT	_
Par	PRE	par	ADP	_
quel	DETint	quel1	DET	PronType=Int
raison	NOMcom	raison	NOUN	_
?	PONfrt	?	PUNCT	_
En	PRE	en1	ADP	_
une	DETndf	un	DET	PronType=Art|Definite=Ind
ele	NOMcom	ele1	NOUN	_
que	PROrel	que2	PRON	PronType=Rel
Largesce	NOMcom	largece	NOUN	_
ad	VERcjg	avoir	VERB	VerbForm=Fin
nun	NOMcom	nom	NOUN	_
est	VERcjg	estre1	VERB	VerbForm=Fin
la	DETdef	le	DET	PronType=Art|Definite=Def
premere	ADJord	premier	ADJ	NumType=Ord
penne	NOMcom	pene	NOUN	_
tele	ADJind	tel	ADJ	PronType=Ind
,	PONfbl	,	PUNCT	_
pur	PRE	por2	ADP	_
ce	PROdem	ce1	PRON	PronType=Dem
que	CONsub	que4	SCONJ	_
Largesce	NOMcom	largece	NOUN	_
ad	VERcjg	avoir	VERB	VerbForm=Fin
nun	NOMcom	nom	NOUN	_
Bele	NOMpro	bel1	PROPN	_
,	PONfbl	,	PUNCT	_
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
en	PROind	on	PRON	PronType=Ind
seit	VERcjg	estre1	VERB	VerbForm=Fin
en	PRE	en1	ADP	_
largesce	NOMcom	largece	NOUN	_
hardiz	ADJqua	hardi	ADJ	_
,	PONfbl	,	PUNCT	_
ke	CONcoo	que4	CCONJ	_
par	PRE	par	ADP	_
dreit	ADJqua	droit	ADJ	_
poinz	NOMcom	poing	NOUN	_
e	CONcoo	et	CCONJ	_
par	PRE	par	ADP	_
dreit	ADJqua	droit	ADJ	_
diz	NOMcom	dit	NOUN	_
N	ADVneg	ne1	ADV	PronType=Neg
‘	PONfbl	’	PUNCT	_
estes	VERcjg	estre1	VERB	VerbForm=Fin
vos	PROper	vos	PRON	PronType=Prs
Diex	NOMpro	Dieu	PROPN	_
?	PONfrt	?	PUNCT	_
-	PONfbl	-	PUNCT	_
Nenil	ADVneg	nenil	ADV	PronType=Neg
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
foi	NOMcom	foi	NOUN	_
.	PONfrt	.	PUNCT	_
Qui	PROint	qui	PRON	PronType=Int
estes	VERcjg	estre1	VERB	VerbForm=Fin
vos	PROper	vos	PRON	PronType=Prs
?	PONfrt	?	PUNCT	_
-	PONfbl	-	PUNCT	_
Chevaliers	NOMcom	chevalier	NOUN	_
sui	VERcjg	estre1	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
-	PONfbl	-	PUNCT	_
Einz	ADVgen	ainz	ADV	_
mes	ADVgen	mais1	ADV	_
chevalier	NOMcom	chevalier	NOUN	_
ne	ADVneg	ne1	ADV	PronType=Neg
conui	VERcjg	conoistre	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
»	PONfbl	»	PUNCT	_
,	PONfbl	,	PUNCT	_
fait	VERcjg	faire	VERB	VerbForm=Fin
li	DETdef	le	DET	PronType=Art|Definite=Def
vallez	NOMcom	vaslet	NOUN	_
,	PONfbl	,	PUNCT	_
«	PONfbl	«	PUNCT	_
ne	CONcoo	ne2	CCONJ	_
nul	PROind	nul	PRON	PronType=Ind
n	ADVneg	ne1	ADV	PronType=Neg
‘	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
vi	VERcjg	vëoir	VERB	VerbForm=Fin
n	CONcoo	ne2	CCONJ	_
’	PONfbl	’	PUNCT	_
onques	ADVgen	onque	ADV	_
mes	ADVgen	mais1	ADV	_
paller	VERinf	parler	VERB	VerbForm=Inf
n	ADVneg	ne1	ADV	PronType=Neg
‘	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
oï	VERcjg	öir	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
mais	CONcoo	mais1	CCONJ	_
vos	PROper	vos	PRON	PronType=Prs
hietes	VERcjg	estre1	VERB	VerbForm=Fin
plus	ADVgen	plus	ADV	_
biauz	ADJqua	bel1	ADJ	_
que	CONsub	que1	SCONJ	_
Diex	NOMpro	Dieu	PROPN	_
.	PONfrt	.	PUNCT	_
Car	ADVgen	car	ADV	_
fusse	VERcjg	estre1	VERB	VerbForm=Fin
ge	PROper	je	PRON	PronType=Prs
or	ADVgen	or4	ADV	_
autretex	ADJind	autretel	ADJ	PronType=Ind
,	PONfbl	,	PUNCT	_
ausis	ADVgen	aussi	ADV	_
vermauz	ADJqua	vermeil1	ADJ	_
et	CONcoo	et	CCONJ	_
ausis	ADVgen	aussi	ADV	_
faiz	VERppe	faire	VERB	VerbForm=Part|Tense=Past
!	PONfrt	!	PUNCT	_
»	PONfbl	»	PUNCT	_
A	PRE	a3	ADP	_
cest	DETdem	cest	DET	PronType=Dem
mot	NOMcom	mot	NOUN	_
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
est	VERcjg	estre1	VERB	VerbForm=Fin
pres	ADVgen	près	ADV	_
de	PRE	de	ADP	_
lui	PROper	il	PRON	PronType=Prs
traiz	VERppe	traire	VERB	VerbForm=Part|Tense=Past
et	CONcoo	et	CCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
chevaliers	NOMcom	chevalier	NOUN	_
li	PROper	il	PRON	PronType=Prs
demande	VERcjg	demander	VERB	VerbForm=Fin
:	PONfbl	:	PUNCT	_
«	PONfbl	«	PUNCT	_
Veïs	VERcjg	vëoir	VERB	VerbForm=Fin
tu	PROper	tu	PRON	PronType=Prs
hui	ADVgen	ui	ADV	_
en	PRE	en1	ADP	_
ceste	DETdem	cest	DET	PronType=Dem
lande	NOMcom	lande1	NOUN	_
.	PONfrt	.	PUNCT	_
v	DETcar	cinc	DET	NumType=Card
.	PONfrt	.	PUNCT	_
chevaliers	NOMcom	chevalier	NOUN	_
et	CONcoo	et	CCONJ	_
.	PONfrt	.	PUNCT	_
iii	DETcar	3	DET	NumType=Card
.	PONfrt	.	PUNCT	_
puceles	NOMcom	pucele	NOUN	_
?	PONfrt	?	PUNCT	_
»	PONfbl	»	PUNCT	_
Li	DETdef	le	DET	PronType=Art|Definite=Def
vallez	NOMcom	vaslet	NOUN	_
à	PRE	a3	ADP	_
autres	DETind	autre	DET	PronType=Ind
noveles	NOMcom	novele	NOUN	_
enquerre	VERinf	enquerre	VERB	VerbForm=Inf
et	CONcoo	et	CCONJ	_
demander	VERinf	demander	VERB	VerbForm=Inf
entant	VERcjg	entendre	VERB	VerbForm=Fin
;	PONfbl	;	PUNCT	_
et	CONcoo	et	CCONJ	_
sa	DETpos	son4	DET	Poss=Yes
main	NOMcom	main2	NOUN	_
à	PRE	a3	ADP	_
sa	DETpos	son4	DET	Poss=Yes
lance	NOMcom	lance	NOUN	_
tint	VERcjg	tenir1	VERB	VerbForm=Fin
Nule	DETind	nul	DET	PronType=Ind
si	ADVgen	si	ADV	_
laide	ADJqua	lait1	ADJ	_
criature	NOMcom	crïature	NOUN	_
ne	ADVneg	ne1	ADV	PronType=Neg
fu	VERcjg	estre1	VERB	VerbForm=Fin
veue	VERppe	vëoir	VERB	VerbForm=Part|Tense=Past
n	CONcoo	ne2	CCONJ	_
’	PONfbl	’	PUNCT	_
encontree	VERppe	encontrer	VERB	VerbForm=Part|Tense=Past
et	CONcoo	et	CCONJ	_
si	ADVgen	si	ADV	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
la	DETdef	le	DET	PronType=Art|Definite=Def
teste	NOMcom	teste	NOUN	_
lee	ADJqua	lait1	ADJ	_
que	CONsub	que4	SCONJ	_
il	PROper	il	PRON	PronType=Prs
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
estez	VERppe	estre1	VERB	VerbForm=Part|Tense=Past
lavez	VERppe	laver	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
tant	ADVgen	tant	ADV	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
esté	VERppe	estre1	VERB	VerbForm=Part|Tense=Past
adolez	VERppe	adoler	VERB	VerbForm=Part|Tense=Past
les	DETdef	le	DET	PronType=Art|Definite=Def
danz	NOMcom	dent2	NOUN	_
roces	ADJqua	ros3	ADJ	_
con	CONsub	come1	SCONJ	_
moiaus	NOMcom	moiuel1	NOUN	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
uef	NOMcom	uef	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
si	ADVgen	si	ADV	_
vos	PROper	vos	PRON	PronType=Prs
di	VERcjg	dire	VERB	VerbForm=Fin
que	CONsub	que4	SCONJ	_
à	PRE	a3	ADP	_
nul	DETind	nul	DET	PronType=Ind
fuer	NOMcom	fuer2	NOUN	_
ne	ADVneg	ne1	ADV	PronType=Neg
deust	VERcjg	devoir	VERB	VerbForm=Fin
jesir	VERinf	jesir	VERB	VerbForm=Inf
nule	DETind	nul	DET	PronType=Ind
fame	NOMcom	feme	NOUN	_
,	PONfbl	,	PUNCT	_
tant	ADVgen	tant	ADV	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
la	DETdef	le	DET	PronType=Art|Definite=Def
chiere	NOMcom	chiere	NOUN	_
grifaine	ADJqua	grifain	ADJ	_
et	CONcoo	et	CCONJ	_
vint	VERcjg	venir	VERB	VerbForm=Fin
au	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
bain	NOMcom	bain	NOUN	_
toz	ADVgen	tot	ADV	_
esfraez	VERppe	esfrëer	VERB	VerbForm=Part|Tense=Past
ausinc	ADVgen	aussi	ADV	_
con	CONsub	come1	SCONJ	_
se	CONsub	se	SCONJ	_
il	PROper	il	PRON	PronType=Prs
fust	VERcjg	estre1	VERB	VerbForm=Fin
desvez	VERppe	desver	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
«	PONfbl	«	PUNCT	_
Q	PROint	que3	PRON	PronType=Int
’	PONfbl	’	PUNCT	_
est	VERcjg	estre1	VERB	VerbForm=Fin
ce	PROdem	ce1	PRON	PronType=Dem
?	PONfrt	?	PUNCT	_
»	PONfbl	»	PUNCT	_
fait	VERcjg	faire	VERB	VerbForm=Fin
il	PROper	il	PRON	PronType=Prs
,	PONfbl	,	PUNCT	_
«	PONfbl	«	PUNCT	_
Qui	PROint	qui	PRON	PronType=Int
est	VERcjg	estre1	VERB	VerbForm=Fin
or	ADVgen	or4	ADV	_
ceste	PROdem	cest	PRON	PronType=Dem
,	PONfbl	,	PUNCT	_
je	PROper	je	PRON	PronType=Prs
ne	ADVneg	ne1	ADV	PronType=Neg
quier	VERcjg	querre	VERB	VerbForm=Fin
ja	ADVgen	ja	ADV	_
trover	VERinf	trover	VERB	VerbForm=Inf
plus	ADVgen	plus	ADV	_
preste	ADJqua	prest1	ADJ	_
,	PONfbl	,	PUNCT	_
couchiez	VERcjg	couchier	VERB	VerbForm=Fin
vos	PROper	vos	PRON	PronType=Prs
tost	ADVgen	tost1	ADV	_
si	ADVgen	si	ADV	_
vos	PROper	vos	PRON	PronType=Prs
foutrai	VERcjg	fotre	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
»	PONfbl	»	PUNCT	_
Cele	PROdem	cel	PRON	PronType=Dem
lo	PROper	il	PRON	PronType=Prs
vit	VERcjg	vëoir	VERB	VerbForm=Fin
hideus	ADJqua	hisdos	ADJ	_
et	CONcoo	et	CCONJ	_
lai	ADJqua	lait1	ADJ	_
sor	PRE	sor2	ADP	_
une	DETndf	un	DET	PronType=Art|Definite=Ind
pierre	NOMcom	piere	NOUN	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
aventure	NOMcom	aventure	NOUN	_
;	PONfbl	;	PUNCT	_
mais	CONcoo	mais1	CCONJ	_
je	PROper	je	PRON	PronType=Prs
t	PROper	tu	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
ai	VERcjg	avoir	VERB	VerbForm=Fin
puis	ADVgen	puis	ADV	_
ouevre	NOMcom	uevre	NOUN	_
monstree	VERppe	mostrer	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
à	PRE	a3	ADP	_
descouvert	VERppe	descovrir	VERB	VerbForm=Part|Tense=Past
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
as	VERcjg	avoir	VERB	VerbForm=Fin
esgardee	VERppe	esgarder	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
»	PONfbl	»	PUNCT	_
Per	PRE	par	ADP	_
exemple	NOMcom	essemple	NOUN	_
vous	PROper	vos	PRON	PronType=Prs
veil	VERcjg	voloir	VERB	VerbForm=Fin
aprendre	VERinf	aprendre	VERB	VerbForm=Inf
que	CONsub	que4	SCONJ	_
nus	PROind	nul	PRON	PronType=Ind
ne	ADVneg	ne1	ADV	PronType=Neg
doit	VERcjg	devoir	VERB	VerbForm=Fin
noiant	PROind	nïent	PRON	PronType=Ind
atandre	VERinf	atendre	VERB	VerbForm=Inf
à	PRE	a3	ADP	_
fable	NOMcom	fable	NOUN	_
qui	PROrel	qui	PRON	PronType=Rel
est	VERcjg	estre1	VERB	VerbForm=Fin
de	PRE	de	ADP	_
menconge	NOMcom	mençogne	NOUN	_
n	CONcoo	ne2	CCONJ	_
’	PONfbl	’	PUNCT	_
à	PRE	a3	ADP	_
painture	NOMcom	peinture	NOUN	_
qui	PROrel	qui	PRON	PronType=Rel
samble	VERcjg	sembler	VERB	VerbForm=Fin
songe	NOMcom	songe	NOUN	_
;	PONfbl	;	PUNCT	_
c	PROdem	ce1	PRON	PronType=Dem
‘	PONfbl	’	PUNCT	_
est	VERcjg	estre1	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
croire	VERinf	croire	VERB	VerbForm=Inf
dont	PROrel	dont	PRON	PronType=Rel
on	PROind	on	PRON	PronType=Ind
voit	VERcjg	vëoir	VERB	VerbForm=Fin
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
uevre	NOMcom	uevre	NOUN	_
,	PONfbl	,	PUNCT	_
qui	PROrel	qui	PRON	PronType=Rel
la	DETdef	le	DET	PronType=Art|Definite=Def
verité	NOMcom	verité	NOUN	_
en	PROadv	en2	ADV	_
descuevre	VERcjg	descovrir	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Une	DETndf	un	DET	PronType=Art|Definite=Ind
puce	NOMcom	puce1	NOUN	_
,	PONfbl	,	PUNCT	_
ce	PROdem	ce1	PRON	PronType=Dem
dist	VERcjg	dire	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
monta	VERcjg	monter	VERB	VerbForm=Fin
seur	PRE	sor2	ADP	_
un	DETndf	un	DET	PronType=Art|Definite=Ind
chamoil	NOMcom	chamoil	NOUN	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
ala	VERcjg	aler	VERB	VerbForm=Fin
desi	ADVgen	deci	ADV	_
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
en	PRE	en1	ADP	_
une	DETndf	un	DET	PronType=Art|Definite=Ind
autre	ADJind	autre	ADJ	PronType=Ind
contree	NOMcom	contree	NOUN	_
;	PONfbl	;	PUNCT	_
dont	PROrel	dont	PRON	PronType=Rel
c	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
est	VERcjg	estre1	VERB	VerbForm=Fin
la	DETdef	le	DET	PronType=Art|Definite=Def
puce	NOMcom	puce1	NOUN	_
pourpensee	VERppe	porpenser	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
a	VERcjg	avoir	VERB	VerbForm=Fin
merciez	VERppe	mercïer	VERB	VerbForm=Part|Tense=Past
le	DETdef	le	DET	PronType=Art|Definite=Def
chamoil	NOMcom	chamoil	NOUN	_
pires	ADJqua	pejor	ADJ	_
seroie	VERcjg	estre1	VERB	VerbForm=Fin
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
autre	DETind	autre	DET	PronType=Ind
beste	NOMcom	beste	NOUN	_
;	PONfbl	;	PUNCT	_
on	PROind	on	PRON	PronType=Ind
me	PROper	je	PRON	PronType=Prs
devroit	VERcjg	devoir	VERB	VerbForm=Fin
tranchier	VERinf	trenchier1	VERB	VerbForm=Inf
la	DETdef	le	DET	PronType=Art|Definite=Def
